# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CADBPJ010000201.1	cds	6971	8476	+	BBJOLO_01398	596.0	9.5e-210	0.990	0.932	0.597	UniRef:UniRef50_A0A7T1AJD6
CADBPJ010000201.1	cds	8482	8919	+	BBJOLO_01399	206.0	3.6e-67	1.034	0.882	0.633	UniRef:UniRef50_A0A078KN36
CADBPJ010000201.1	cds	8919	10166	+	BBJOLO_01400	520.0	9.2e-183	1.031	1.012	0.605	UniRef:UniRef50_A0A1C6FDL4
CADBPJ010000201.1	cds	10168	10890	+	BBJOLO_01401	160.0	1.0e-46	1.004	0.909	0.589	UniRef:UniRef50_A0A078KS45
CADBPJ010000201.1	cds	10919	12127	+	BBJOLO_01402	470.0	5.5e-163	0.988	0.882	0.559	UniRef:UniRef50_A3DBW4
CADBPJ010000201.1	cds	12160	12744	+	BBJOLO_01403	203.0	5.6e-65	0.995	0.951	0.513	UniRef:UniRef50_A0A8J6TQQ9
CADBPJ010000201.1	cds	12947	14281	+	BBJOLO_01404	592.0	4.3e-209	1.0	0.812	0.658	UniRef:UniRef50_Q5QVZ2
CADBPJ010000201.1	cds	14398	16491	+	BBJOLO_01405	934.0	0.0	0.996	0.934	0.647	UniRef:UniRef50_B1C525
CADBPJ010000201.1	cds	16531	18261	+	BBJOLO_01406	704.0	7.5e-250	1.017	0.948	0.647	UniRef:UniRef50_B7ATM0
CADBPJ010000202.1	cds	256	1305	+	BBJOLO_01407	-	-	-	-	-	-
CADBPJ010000202.1	cds	1401	2594	+	BBJOLO_01408	-	-	-	-	-	-
CADBPJ010000202.1	cds	2618	3304	+	BBJOLO_01409	285.0	9.6e-96	1.004	0.905	0.633	UniRef:UniRef50_A0A239A6Y0
CADBPJ010000202.1	cds	3323	3871	+	BBJOLO_01410	-	-	-	-	-	-
CADBPJ010000202.1	cds	3871	4623	+	BBJOLO_01411	-	-	-	-	-	-
CADBPJ010000202.1	cds	4645	5082	+	BBJOLO_01412	-	-	-	-	-	-
CADBPJ010000202.1	cds	5150	8962	-	BBJOLO_01413	1509.0	0.0	1.009	1.025	0.618	UniRef:UniRef50_Q74L94
CADBPJ010000202.1	cds	8986	12780	-	BBJOLO_01414	1650.0	0.0	0.991	0.988	0.677	UniRef:UniRef50_Q0AUH2
CADBPJ010000202.1	cds	13185	13448	+	BBJOLO_01415	-	-	-	-	-	-
CADBPJ010000203.1	cds	313	2256	-	BBJOLO_01416	-	-	-	-	-	-
CADBPJ010000203.1	cds	2357	4057	-	BBJOLO_01417	549.0	3.0e-188	0.949	0.804	0.507	UniRef:UniRef50_Q189Q7
CADBPJ010000203.1	cds	4094	5332	-	BBJOLO_01418	530.0	9.6e-186	0.981	0.808	0.644	UniRef:UniRef50_Q9RYB2
CADBPJ010000203.1	cds	5492	6124	+	BBJOLO_01419	295.0	2.0e-100	0.995	0.893	0.675	UniRef:UniRef50_A0A9D1H2L1
CADBPJ010000203.1	cds	6207	7478	+	BBJOLO_01420	521.0	1.9e-182	0.995	0.868	0.651	UniRef:UniRef50_P37869
CADBPJ010000204.1	cds	950	1978	-	BBJOLO_01421	381.0	1.8e-130	0.997	0.958	0.592	UniRef:UniRef50_A0A3D1LDC6
CADBPJ010000204.1	cds	2096	2848	+	BBJOLO_01422	-	-	-	-	-	-
CADBPJ010000204.1	cds	2845	3615	-	BBJOLO_01423	350.0	1.5e-120	0.980	0.866	0.693	UniRef:UniRef50_A0A9E1I087
CADBPJ010000204.1	cds	3612	4370	-	BBJOLO_01424	400.0	1.7e-140	1.004	0.858	0.791	UniRef:UniRef50_A0A1G0YV14
CADBPJ010000204.1	cds	4545	5297	+	BBJOLO_01425	-	-	-	-	-	-
CADBPJ010000204.1	cds	5297	5785	+	BBJOLO_01426	192.0	2.4e-61	0.864	0.805	0.671	UniRef:UniRef50_M1LRV4
CADBPJ010000204.1	cds	5885	6193	+	BBJOLO_01427	-	-	-	-	-	-
CADBPJ010000204.1	cds	6255	7001	+	BBJOLO_01428	-	-	-	-	-	-
CADBPJ010000205.1	cds	116	1468	-	BBJOLO_01429	-	-	-	-	-	-
CADBPJ010000205.1	cds	1657	2733	-	BBJOLO_01430	-	-	-	-	-	-
CADBPJ010000205.1	cds	2769	4109	-	BBJOLO_01431	454.0	4.0e-156	0.948	0.928	0.513	UniRef:UniRef50_L7VSY0
CADBPJ010000205.1	cds	4288	5022	+	BBJOLO_01432	-	-	-	-	-	-
CADBPJ010000205.1	cds	5111	5278	+	BBJOLO_01433	-	-	-	-	-	-
CADBPJ010000205.1	cds	5295	5441	+	BBJOLO_01434	-	-	-	-	-	-
CADBPJ010000206.1	cds	231	596	+	BBJOLO_01435	-	-	-	-	-	-
CADBPJ010000206.1	cds	651	1739	+	BBJOLO_01436	427.0	9.8e-148	0.992	0.952	0.560	UniRef:UniRef50_R9JDL6
CADBPJ010000206.1	cds	1982	2278	-	BBJOLO_01437	-	-	-	-	-	-
CADBPJ010000207.1	cds	120	494	+	BBJOLO_01438	-	-	-	-	-	-
CADBPJ010000207.1	cds	783	1925	-	BBJOLO_01439	-	-	-	-	-	-
CADBPJ010000207.1	cds	1941	2921	-	BBJOLO_01440	337.0	3.6e-113	1.003	0.898	0.526	UniRef:UniRef50_C4ZD61
CADBPJ010000208.1	cds	196	528	+	BBJOLO_01441	-	-	-	-	-	-
CADBPJ010000208.1	cds	660	1178	+	BBJOLO_01442	-	-	-	-	-	-
CADBPJ010000208.1	cds	1165	1815	+	BBJOLO_01443	-	-	-	-	-	-
CADBPJ010000208.1	cds	1984	2355	+	BBJOLO_01444	-	-	-	-	-	-
CADBPJ010000208.1	cds	2360	3187	+	BBJOLO_01445	-	-	-	-	-	-
CADBPJ010000208.1	cds	3202	4713	+	BBJOLO_01446	-	-	-	-	-	-
CADBPJ010000208.1	cds	4734	5504	+	BBJOLO_01447	-	-	-	-	-	-
CADBPJ010000208.1	cds	5520	6557	+	BBJOLO_01448	-	-	-	-	-	-
CADBPJ010000208.1	cds	6572	7645	+	BBJOLO_01449	-	-	-	-	-	-
CADBPJ010000208.1	cds	7657	7830	+	BBJOLO_01450	-	-	-	-	-	-
CADBPJ010000209.1	cds	55	1035	+	BBJOLO_01451	366.0	3.4e-124	1.009	0.848	0.529	UniRef:UniRef50_A0A4R5KL91
CADBPJ010000209.1	cds	1044	1823	+	BBJOLO_01452	380.0	1.2e-132	0.996	0.912	0.721	UniRef:UniRef50_A0A353EWD7
CADBPJ010000209.1	cds	1816	2466	+	BBJOLO_01453	-	-	-	-	-	-
CADBPJ010000210.1	cds	101	880	+	BBJOLO_01454	-	-	-	-	-	-
CADBPJ010000210.1	cds	884	2329	+	BBJOLO_01455	558.0	3.0e-195	1.035	0.924	0.534	UniRef:UniRef50_C0BZ13
CADBPJ010000210.1	cds	2543	2803	+	BBJOLO_01456	-	-	-	-	-	-
CADBPJ010000210.1	cds	2852	3013	+	BBJOLO_01457	-	-	-	-	-	-
CADBPJ010000211.1	tRNA	199	273	-	BBJOLO_01458	76.5	-	-	-	-	-
CADBPJ010000211.1	cds	436	1758	+	BBJOLO_01459	-	-	-	-	-	-
CADBPJ010000211.1	cds	1751	2677	+	BBJOLO_01460	-	-	-	-	-	-
CADBPJ010000212.1	cds	265	741	-	BBJOLO_01461	-	-	-	-	-	-
CADBPJ010000212.1	cds	873	1343	-	BBJOLO_01462	-	-	-	-	-	-
CADBPJ010000212.1	cds	1340	2461	-	BBJOLO_01463	417.0	1.2e-143	0.981	0.953	0.590	UniRef:UniRef50_A0A1V5XC46
CADBPJ010000212.1	cds	2451	4325	-	BBJOLO_01464	-	-	-	-	-	-
CADBPJ010000212.1	cds	4322	4951	-	BBJOLO_01465	-	-	-	-	-	-
CADBPJ010000213.1	cds	160	2505	+	BBJOLO_01466	-	-	-	-	-	-
CADBPJ010000213.1	cds	2502	2648	-	BBJOLO_01467	-	-	-	-	-	-
CADBPJ010000214.1	cds	302	787	+	BBJOLO_01468	-	-	-	-	-	-
CADBPJ010000214.1	cds	1380	1757	+	BBJOLO_01469	-	-	-	-	-	-
CADBPJ010000214.1	cds	1918	2448	-	BBJOLO_01470	-	-	-	-	-	-
CADBPJ010000215.1	cds	68	283	-	BBJOLO_01471	-	-	-	-	-	-
CADBPJ010000215.1	cds	635	1504	-	BBJOLO_01472	-	-	-	-	-	-
CADBPJ010000216.1	cds	416	763	+	BBJOLO_01473	-	-	-	-	-	-
CADBPJ010000216.1	cds	854	1045	+	BBJOLO_01474	-	-	-	-	-	-
CADBPJ010000216.1	cds	1175	1423	+	BBJOLO_01475	-	-	-	-	-	-
CADBPJ010000216.1	cds	1817	2173	+	BBJOLO_01476	-	-	-	-	-	-
CADBPJ010000217.1	cds	642	3224	-	BBJOLO_01477	857.0	1.2e-301	1.002	0.991	0.515	UniRef:UniRef50_A0A3D2HWY1
CADBPJ010000217.1	cds	3232	3330	-	BBJOLO_01478	-	-	-	-	-	-
CADBPJ010000217.1	cds	3649	5175	+	BBJOLO_01479	-	-	-	-	-	-
CADBPJ010000217.1	cds	5455	6075	-	BBJOLO_01480	204.0	1.2e-64	0.927	0.853	0.550	UniRef:UniRef50_A0A1I5VPU6
CADBPJ010000217.1	cds	6230	6412	-	BBJOLO_01481	58.5	1.0e-11	0.883	0.855	0.547	UniRef:UniRef50_A0A3A6EN17
CADBPJ010000217.1	cds	6378	7655	-	BBJOLO_01482	-	-	-	-	-	-
CADBPJ010000218.1	cds	5	772	-	BBJOLO_01483	-	-	-	-	-	-
CADBPJ010000218.1	cds	762	1676	-	BBJOLO_01484	-	-	-	-	-	-
CADBPJ010000218.1	cds	1703	3397	-	BBJOLO_01485	919.0	0.0	1.0	0.958	0.805	UniRef:UniRef50_A0A9D5PYT6
CADBPJ010000218.1	cds	3434	4117	-	BBJOLO_01486	-	-	-	-	-	-
CADBPJ010000218.1	cds	4186	4953	-	BBJOLO_01487	263.0	1.6e-86	0.969	0.870	0.514	UniRef:UniRef50_A0A4U8QQ41
CADBPJ010000219.1	cds	1024	1857	-	BBJOLO_01488	-	-	-	-	-	-
CADBPJ010000219.1	cds	1869	2072	-	BBJOLO_01489	-	-	-	-	-	-
CADBPJ010000219.1	cds	2228	2521	-	BBJOLO_01490	-	-	-	-	-	-
CADBPJ010000219.1	cds	2598	2867	-	BBJOLO_01491	-	-	-	-	-	-
CADBPJ010000219.1	cds	3134	3553	+	BBJOLO_01492	-	-	-	-	-	-
CADBPJ010000219.1	cds	3516	3848	-	BBJOLO_01493	129.0	5.5e-38	0.936	0.837	0.553	UniRef:UniRef50_R9MH08
CADBPJ010000219.1	cds	3838	4140	-	BBJOLO_01494	-	-	-	-	-	-
CADBPJ010000219.1	cds	4219	5739	-	BBJOLO_01495	552.0	1.6e-192	1.002	0.969	0.535	UniRef:UniRef50_A0A373PX43
CADBPJ010000219.1	cds	5776	5907	-	BBJOLO_01496	-	-	-	-	-	-
CADBPJ010000219.1	cds	5955	6581	-	BBJOLO_01497	-	-	-	-	-	-
CADBPJ010000220.1	cds	124	786	+	BBJOLO_01498	238.0	2.7e-77	1.164	0.996	0.523	UniRef:UniRef50_D4MW62
CADBPJ010000220.1	cds	842	1537	+	BBJOLO_01499	303.0	5.8e-103	0.983	0.857	0.656	UniRef:UniRef50_A0A143X775
CADBPJ010000220.1	cds	1527	3179	+	BBJOLO_01500	568.0	1.5e-197	1.0	0.973	0.562	UniRef:UniRef50_A0A315XYM8
CADBPJ010000221.1	cds	361	810	+	BBJOLO_01501	-	-	-	-	-	-
CADBPJ010000221.1	cds	1442	1759	-	BBJOLO_01502	-	-	-	-	-	-
CADBPJ010000221.1	cds	1777	2838	-	BBJOLO_01503	567.0	2.5e-203	0.989	0.941	0.788	UniRef:UniRef50_A0A3C1A651
CADBPJ010000221.1	cds	2894	4228	-	BBJOLO_01504	-	-	-	-	-	-
CADBPJ010000221.1	cds	4335	4919	-	BBJOLO_01505	-	-	-	-	-	-
CADBPJ010000221.1	cds	4936	5964	-	BBJOLO_01506	-	-	-	-	-	-
CADBPJ010000221.1	cds	5988	6515	-	BBJOLO_01507	-	-	-	-	-	-
CADBPJ010000221.1	cds	6652	7800	-	BBJOLO_01508	423.0	3.0e-145	0.979	0.890	0.551	UniRef:UniRef50_A0A1V5TED2
CADBPJ010000221.1	cds	7989	8525	-	BBJOLO_01509	199.0	6.7e-64	1.062	0.995	0.571	UniRef:UniRef50_P37554
CADBPJ010000221.1	cds	8672	9988	-	BBJOLO_01510	561.0	2.5e-197	1.002	0.831	0.622	UniRef:UniRef50_K9DX18
CADBPJ010000221.1	cds	10201	10404	-	BBJOLO_01511	-	-	-	-	-	-
CADBPJ010000221.1	cds	10640	10843	-	BBJOLO_01512	-	-	-	-	-	-
CADBPJ010000221.1	cds	11007	13961	-	BBJOLO_01513	-	-	-	-	-	-
CADBPJ010000221.1	cds	14641	14919	-	BBJOLO_01514	115.0	1.7e-33	0.989	0.978	0.582	UniRef:UniRef50_A0A1F9MR57
CADBPJ010000221.1	cds	14920	15192	-	BBJOLO_01515	81.6	5.4e-20	1.0	0.968	0.500	UniRef:UniRef50_R0A256
CADBPJ010000221.1	cds	15368	17590	-	BBJOLO_01516	-	-	-	-	-	-
CADBPJ010000221.1	cds	17636	18820	-	BBJOLO_01517	-	-	-	-	-	-
CADBPJ010000221.1	cds	18820	19557	-	BBJOLO_01518	318.0	2.5e-108	0.922	0.816	0.686	UniRef:UniRef50_A0A1C6HF94
CADBPJ010000221.1	cds	19557	21497	-	BBJOLO_01519	-	-	-	-	-	-
CADBPJ010000221.1	cds	21940	23706	-	BBJOLO_01520	565.0	1.8e-195	0.991	0.981	0.523	UniRef:UniRef50_A0A373Q8Q3
CADBPJ010000221.1	cds	23706	25931	-	BBJOLO_01521	-	-	-	-	-	-
CADBPJ010000221.1	cds	26111	27076	+	BBJOLO_01522	-	-	-	-	-	-
CADBPJ010000221.1	cds	27174	28385	+	BBJOLO_01523	-	-	-	-	-	-
CADBPJ010000221.1	cds	28428	30221	-	BBJOLO_01524	872.0	5.0e-315	0.997	0.896	0.719	UniRef:UniRef50_A0A6N8I2K7
CADBPJ010000221.1	cds	30741	31382	+	BBJOLO_01525	-	-	-	-	-	-
CADBPJ010000221.1	cds	31589	32383	-	BBJOLO_01526	290.0	1.7e-96	0.996	0.886	0.563	UniRef:UniRef50_A0A1Q5R305
CADBPJ010000221.1	cds	32367	33293	-	BBJOLO_01527	329.0	1.9e-110	0.955	0.810	0.599	UniRef:UniRef50_R9MCZ6
CADBPJ010000221.1	cds	33364	34350	-	BBJOLO_01528	-	-	-	-	-	-
CADBPJ010000221.1	cds	34512	34997	-	BBJOLO_01529	200.0	2.3e-64	0.994	0.851	0.575	UniRef:UniRef50_F2JIA0
CADBPJ010000222.1	cds	10	693	+	BBJOLO_01530	-	-	-	-	-	-
CADBPJ010000222.1	cds	804	1775	-	BBJOLO_01531	-	-	-	-	-	-
CADBPJ010000222.1	cds	1911	2567	+	BBJOLO_01532	273.0	1.2e-91	0.986	0.927	0.623	UniRef:UniRef50_L7VID9
CADBPJ010000222.1	cds	2579	3610	+	BBJOLO_01533	443.0	4.3e-154	1.0	0.839	0.671	UniRef:UniRef50_A0A0P0GXY0
CADBPJ010000222.1	cds	3760	5238	+	BBJOLO_01534	538.0	2.1e-186	1.0	0.830	0.512	UniRef:UniRef50_A0A2S3QGM2
CADBPJ010000223.1	cds	1494	2696	-	BBJOLO_01535	-	-	-	-	-	-
CADBPJ010000223.1	cds	2997	3560	+	BBJOLO_01536	-	-	-	-	-	-
CADBPJ010000223.1	cds	3676	4671	+	BBJOLO_01537	387.0	2.0e-132	1.0	0.851	0.628	UniRef:UniRef50_P71103
CADBPJ010000223.1	cds	4702	5898	+	BBJOLO_01538	503.0	3.5e-176	1.0	0.875	0.641	UniRef:UniRef50_Q59331
CADBPJ010000223.1	cds	6136	7104	+	BBJOLO_01539	-	-	-	-	-	-
CADBPJ010000223.1	cds	7400	8572	-	BBJOLO_01540	349.0	4.0e-116	0.900	0.822	0.593	UniRef:UniRef50_A0A2G6F840
CADBPJ010000223.1	cds	8632	9321	-	BBJOLO_01541	-	-	-	-	-	-
CADBPJ010000223.1	cds	9524	10207	-	BBJOLO_01542	-	-	-	-	-	-
CADBPJ010000224.1	cds	649	1902	+	BBJOLO_01543	470.0	8.4e-163	0.988	0.924	0.636	UniRef:UniRef50_A0A1C6C4M1
CADBPJ010000224.1	cds	2094	2687	+	BBJOLO_01544	-	-	-	-	-	-
CADBPJ010000224.1	cds	2656	2853	-	BBJOLO_01545	-	-	-	-	-	-
CADBPJ010000224.1	cds	2916	3362	+	BBJOLO_01546	-	-	-	-	-	-
CADBPJ010000225.1	cds	56	589	+	BBJOLO_01547	-	-	-	-	-	-
CADBPJ010000225.1	cds	586	1800	+	BBJOLO_01548	416.0	1.7e-141	1.0	0.847	0.540	UniRef:UniRef50_Q0AV28
CADBPJ010000225.1	cds	1815	2846	+	BBJOLO_01549	-	-	-	-	-	-
CADBPJ010000225.1	cds	2846	3427	+	BBJOLO_01550	-	-	-	-	-	-
CADBPJ010000226.1	cds	20	316	+	BBJOLO_01551	-	-	-	-	-	-
CADBPJ010000226.1	cds	282	1271	+	BBJOLO_01552	-	-	-	-	-	-
CADBPJ010000226.1	cds	2192	2446	-	BBJOLO_01553	-	-	-	-	-	-
CADBPJ010000227.1	cds	294	1661	-	BBJOLO_01554	623.0	6.6e-221	0.989	0.823	0.731	UniRef:UniRef50_Q97ST4
CADBPJ010000227.1	cds	1674	1943	-	BBJOLO_01555	87.0	4.6e-22	0.978	0.879	0.506	UniRef:UniRef50_D4LB41
CADBPJ010000227.1	cds	1963	2682	-	BBJOLO_01556	254.0	1.9e-83	1.013	0.890	0.529	UniRef:UniRef50_A0A8A0RMX8
CADBPJ010000227.1	cds	2798	4006	-	BBJOLO_01557	437.0	2.1e-149	1.201	0.990	0.503	UniRef:UniRef50_A0A136WBQ0
CADBPJ010000227.1	cds	4036	4941	-	BBJOLO_01558	-	-	-	-	-	-
CADBPJ010000227.1	cds	4941	6137	-	BBJOLO_01559	362.0	3.6e-121	1.013	1.0	0.516	UniRef:UniRef50_A0A1I5RC01
CADBPJ010000227.1	cds	6274	7131	-	BBJOLO_01560	-	-	-	-	-	-
CADBPJ010000227.1	cds	7344	7490	+	BBJOLO_01561	-	-	-	-	-	-
CADBPJ010000227.1	cds	7491	8840	-	BBJOLO_01562	-	-	-	-	-	-
CADBPJ010000227.1	cds	8837	11056	-	BBJOLO_01563	967.0	0.0	0.993	0.971	0.646	UniRef:UniRef50_A0A1C6C7W6
CADBPJ010000227.1	cds	11053	12354	-	BBJOLO_01564	-	-	-	-	-	-
CADBPJ010000227.1	cds	12392	13306	-	BBJOLO_01565	344.0	7.4e-117	0.990	0.904	0.555	UniRef:UniRef50_A8MIU4
CADBPJ010000227.1	cds	13306	14061	-	BBJOLO_01566	-	-	-	-	-	-
CADBPJ010000227.1	cds	14307	15221	-	BBJOLO_01567	343.0	1.5e-116	1.007	0.950	0.569	UniRef:UniRef50_D4LE72
CADBPJ010000227.1	cds	15237	16529	-	BBJOLO_01568	476.0	4.8e-165	1.012	0.980	0.563	UniRef:UniRef50_A0A1G1PL73
CADBPJ010000227.1	cds	16675	17589	-	BBJOLO_01569	327.0	4.9e-110	0.977	0.866	0.562	UniRef:UniRef50_A4XKT1
CADBPJ010000227.1	cds	17776	18525	+	BBJOLO_01570	274.0	4.0e-91	0.924	0.868	0.565	UniRef:UniRef50_F4LV57
CADBPJ010000227.1	cds	18537	20351	+	BBJOLO_01571	-	-	-	-	-	-
CADBPJ010000227.1	cds	20686	21012	-	BBJOLO_01572	-	-	-	-	-	-
CADBPJ010000227.1	cds	21669	21995	-	BBJOLO_01573	-	-	-	-	-	-
CADBPJ010000227.1	cds	21995	22726	-	BBJOLO_01574	-	-	-	-	-	-
CADBPJ010000227.1	cds	22734	22967	-	BBJOLO_01575	-	-	-	-	-	-
CADBPJ010000227.1	cds	23318	23539	-	BBJOLO_01576	122.0	1.6e-36	1.014	1.0	0.703	UniRef:UniRef50_H1BAN7
CADBPJ010000227.1	cds	23552	23869	-	BBJOLO_01577	-	-	-	-	-	-
CADBPJ010000227.1	cds	24079	25191	-	BBJOLO_01578	-	-	-	-	-	-
CADBPJ010000228.1	cds	584	1645	-	BBJOLO_01579	-	-	-	-	-	-
CADBPJ010000228.1	cds	1658	2719	-	BBJOLO_01580	-	-	-	-	-	-
CADBPJ010000228.1	cds	2762	3907	-	BBJOLO_01581	-	-	-	-	-	-
CADBPJ010000228.1	cds	3904	4752	-	BBJOLO_01582	-	-	-	-	-	-
CADBPJ010000228.1	cds	4749	6113	-	BBJOLO_01583	-	-	-	-	-	-
CADBPJ010000228.1	cds	6103	7473	-	BBJOLO_01584	-	-	-	-	-	-
CADBPJ010000228.1	cds	7421	8668	-	BBJOLO_01585	-	-	-	-	-	-
CADBPJ010000228.1	cds	8646	9470	-	BBJOLO_01586	-	-	-	-	-	-
CADBPJ010000228.1	cds	9436	10860	-	BBJOLO_01587	-	-	-	-	-	-
CADBPJ010000228.1	cds	10997	13501	-	BBJOLO_01588	-	-	-	-	-	-
CADBPJ010000228.1	ncRNA-region	13563	13642	-	-	62.1	1.0e-09	-	-	-	RFAM:RF01051
CADBPJ010000228.1	cds	13872	14342	-	BBJOLO_01589	217.0	3.7e-71	0.968	0.807	0.695	UniRef:UniRef50_A0A9D9DEQ4
CADBPJ010000228.1	cds	14336	15082	-	BBJOLO_01590	-	-	-	-	-	-
CADBPJ010000228.1	cds	15637	16311	-	BBJOLO_01591	-	-	-	-	-	-
CADBPJ010000229.1	cds	854	2434	+	BBJOLO_01592	-	-	-	-	-	-
CADBPJ010000229.1	cds	2533	3735	-	BBJOLO_01593	-	-	-	-	-	-
CADBPJ010000229.1	cds	3800	4567	+	BBJOLO_01594	-	-	-	-	-	-
CADBPJ010000229.1	cds	4545	4805	-	BBJOLO_01595	-	-	-	-	-	-
CADBPJ010000229.1	cds	4926	6539	+	BBJOLO_01596	695.0	1.7e-246	0.987	0.814	0.626	UniRef:UniRef50_R5Y8E8
CADBPJ010000229.1	cds	6585	7412	+	BBJOLO_01597	370.0	2.8e-128	1.025	1.0	0.635	UniRef:UniRef50_F7V4D5
CADBPJ010000229.1	cds	7428	8222	+	BBJOLO_01598	280.0	1.2e-92	1.0	0.910	0.549	UniRef:UniRef50_A0A401UII5
CADBPJ010000229.1	cds	8238	9173	+	BBJOLO_01599	277.0	2.3e-90	1.023	0.949	0.506	UniRef:UniRef50_R8W271
CADBPJ010000229.1	cds	9187	9774	+	BBJOLO_01600	188.0	6.2e-59	1.0	0.975	0.508	UniRef:UniRef50_A0A1T4KB25
CADBPJ010000230.1	cds	120	407	+	BBJOLO_01601	-	-	-	-	-	-
CADBPJ010000230.1	cds	490	666	+	BBJOLO_01602	-	-	-	-	-	-
CADBPJ010000230.1	cds	635	1270	+	BBJOLO_01603	-	-	-	-	-	-
CADBPJ010000230.1	cds	1285	1581	+	BBJOLO_01604	-	-	-	-	-	-
CADBPJ010000230.1	cds	1602	2522	+	BBJOLO_01605	-	-	-	-	-	-
CADBPJ010000230.1	cds	2600	3478	+	BBJOLO_01606	444.0	2.2e-156	0.993	0.892	0.738	UniRef:UniRef50_A0A174RGX7
CADBPJ010000230.1	cds	3590	4192	+	BBJOLO_01607	209.0	1.2e-66	1.040	0.829	0.553	UniRef:UniRef50_A0A9D5TRK3
CADBPJ010000230.1	cds	4189	6582	+	BBJOLO_01608	865.0	6.4e-305	1.118	0.967	0.516	UniRef:UniRef50_A5N6T7
CADBPJ010000231.1	tRNA	1932	2021	-	BBJOLO_01609	93.1	-	-	-	-	-
CADBPJ010000231.1	cds	2146	4107	+	BBJOLO_01610	798.0	6.2e-285	0.988	0.958	0.629	UniRef:UniRef50_Q67T57
CADBPJ010000232.1	cds	218	925	+	BBJOLO_01611	-	-	-	-	-	-
CADBPJ010000232.1	cds	900	1358	-	BBJOLO_01612	174.0	1.5e-54	0.954	0.843	0.559	UniRef:UniRef50_A0A650ML20
CADBPJ010000232.1	cds	1355	1735	-	BBJOLO_01613	164.0	3.9e-51	1.0	0.818	0.579	UniRef:UniRef50_A0A1C5KI65
CADBPJ010000232.1	cds	1753	2220	-	BBJOLO_01614	-	-	-	-	-	-
CADBPJ010000232.1	cds	2230	3297	-	BBJOLO_01615	395.0	4.3e-135	1.118	0.997	0.542	UniRef:UniRef50_O51214
CADBPJ010000232.1	cds	3531	6185	+	BBJOLO_01616	-	-	-	-	-	-
CADBPJ010000233.1	cds	224	1543	+	BBJOLO_01617	-	-	-	-	-	-
CADBPJ010000233.1	cds	1540	2271	+	BBJOLO_01618	330.0	1.4e-113	1.0	1.0	0.638	UniRef:UniRef50_A0A1M6TGT4
CADBPJ010000233.1	cds	2627	3019	-	BBJOLO_01619	-	-	-	-	-	-
CADBPJ010000233.1	cds	3043	3918	-	BBJOLO_01620	-	-	-	-	-	-
CADBPJ010000233.1	cds	4056	5201	-	BBJOLO_01621	-	-	-	-	-	-
CADBPJ010000233.1	cds	5381	5620	-	BBJOLO_01622	90.9	6.0e-24	0.975	0.928	0.532	UniRef:UniRef50_A0A352UM57
CADBPJ010000233.1	cds	5622	7157	-	BBJOLO_01623	-	-	-	-	-	-
CADBPJ010000233.1	cds	7171	7482	-	BBJOLO_01624	-	-	-	-	-	-
CADBPJ010000234.1	cds	115	1668	+	BBJOLO_01625	-	-	-	-	-	-
CADBPJ010000234.1	cds	1912	2448	+	BBJOLO_01626	-	-	-	-	-	-
CADBPJ010000235.1	cds	9	713	+	BBJOLO_01627	-	-	-	-	-	-
CADBPJ010000235.1	cds	889	1335	+	BBJOLO_01628	166.0	9.2e-52	0.959	0.959	0.535	UniRef:UniRef50_A0A970JCK9
CADBPJ010000235.1	cds	1350	1745	+	BBJOLO_01629	154.0	4.0e-47	0.969	0.836	0.630	UniRef:UniRef50_Q9CDG7
CADBPJ010000235.1	cds	1834	2505	-	BBJOLO_01630	-	-	-	-	-	-
CADBPJ010000235.1	cds	3078	3542	-	BBJOLO_01631	-	-	-	-	-	-
CADBPJ010000235.1	cds	3683	5023	+	BBJOLO_01632	-	-	-	-	-	-
CADBPJ010000235.1	cds	5204	6583	+	BBJOLO_01633	522.0	1.8e-182	0.985	0.972	0.575	UniRef:UniRef50_A0A9W6CA05
CADBPJ010000236.1	cds	40	237	+	BBJOLO_01634	-	-	-	-	-	-
CADBPJ010000236.1	cds	238	1467	+	BBJOLO_01635	-	-	-	-	-	-
CADBPJ010000236.1	cds	1739	2821	+	BBJOLO_01636	-	-	-	-	-	-
CADBPJ010000236.1	cds	2839	3585	+	BBJOLO_01637	229.0	1.1e-73	0.940	0.914	0.519	UniRef:UniRef50_A5I2T5
CADBPJ010000236.1	cds	3570	4184	+	BBJOLO_01638	268.0	2.9e-90	0.975	0.957	0.633	UniRef:UniRef50_A0A373QDH8
CADBPJ010000237.1	cds	55	1083	+	BBJOLO_01639	395.0	1.6e-135	0.974	0.847	0.604	UniRef:UniRef50_Q02138
CADBPJ010000237.1	cds	1279	2034	+	BBJOLO_01640	-	-	-	-	-	-
CADBPJ010000237.1	cds	2059	2796	+	BBJOLO_01641	-	-	-	-	-	-
CADBPJ010000238.1	cds	8	124	+	BBJOLO_01642	-	-	-	-	-	-
CADBPJ010000238.1	cds	124	1134	+	BBJOLO_01643	377.0	1.4e-128	0.991	0.860	0.592	UniRef:UniRef50_Q01465
CADBPJ010000238.1	cds	1149	1970	+	BBJOLO_01644	-	-	-	-	-	-
