,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
21194,GCA_902779085.1,WP_017967310.1,GCA_902779085.1_ACLBNJ_01093,34.0,244,3.75e-22,95.9,3-oxoacyl-ACP synthase,CACYZY010000003.1,285590,286348,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp902779085,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,285969.0,152318.5,15720,2
21195,GCA_902779085.1,WP_017967310.1,GCA_902779085.1_ACLBNJ_01094,25.9,247,3.22e-08,57.4,3-oxoacyl-[acyl-carrier-protein] reductase,CACYZY010000003.1,286350,287105,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp902779085,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,286727.5,758.5,15720,2
21200,GCA_902779085.1,EJF39089.1,GCA_902779085.1_ACLBNJ_01666,35.7,112,3.32e-14,69.7,Ribose 5-phosphate isomerase B,CACYZY010000008.1,11052,11495,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp902779085,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,11273.5,,15725,2
21201,GCA_902779085.1,EJF39099.1,GCA_902779085.1_ACLBNJ_01667,36.4,239,4.47e-36,140.0,Transketolase-like pyrimidine-binding domain-containing protein,CACYZY010000008.1,11551,13563,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA2918;s__UBA2918 sp902779085,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,12557.0,1283.5,15725,2
21222,GCA_902779095.1,EJF39103.1,GCA_902779095.1_CHKDBJ_01642,24.2,293,1.38e-17,87.8,Iron-containing alcohol dehydrogenase,CACZAB010000011.1,91145,92311,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,91728.0,36025.0,15744,2
21223,GCA_902779095.1,AAK90112.1,GCA_902779095.1_CHKDBJ_01645,27.4,259,5.19e-12,69.3,Glyoxal reductase,CACZAB010000011.1,94570,95415,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,94992.5,3264.5,15744,2
21224,GCA_902779095.1,WP_017967310.1,GCA_902779095.1_CHKDBJ_01891,34.5,165,6.33e-18,84.3,3-oxoacyl-[acyl-carrier-protein] reductase,CACZAB010000014.1,89301,90032,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,89666.5,,15745,2
21225,GCA_902779095.1,AYG21326.1,GCA_902779095.1_CHKDBJ_01893,22.4,499,1.48e-20,101.0,PA14 domain-containing protein,CACZAB010000014.1,91256,94189,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,92722.5,3056.0,15745,2
21227,GCA_902779095.1,EJF39089.1,GCA_902779095.1_CHKDBJ_02039,33.6,125,3.49e-13,67.0,Ribose-5-phosphate isomerase B,CACZAB010000016.1,5901,6341,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6121.0,,15747,2
21228,GCA_902779095.1,EJF39099.1,GCA_902779095.1_CHKDBJ_02040,36.0,250,9.279999999999999e-41,153.0,Transketolase-like pyrimidine-binding domain-containing protein,CACZAB010000016.1,6392,8404,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,7398.0,1277.0,15747,2
21230,GCA_902779095.1,MCD5344479.1,GCA_902779095.1_CHKDBJ_02084,23.2,259,4.54e-06,53.1,Adenylyltransferase/cytidyltransferase family protein,CACZAB010000016.1,54527,55894,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,55210.5,10145.0,15749,2
21231,GCA_902779095.1,WP_017967310.1,GCA_902779095.1_CHKDBJ_02086,24.0,196,1.62e-05,49.3,hypothetical protein,CACZAB010000016.1,56484,57179,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313615,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,56831.5,1621.0,15749,2
21131,GCA_902779055.1,PRO65854.1,GCA_902779055.1_BFHBBJ_01886,27.7,354,2.35e-28,121.0,Aldehyde dehydrogenase,CACZAD010000024.1,8371,9816,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes_K,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,9093.5,,15790,2
21132,GCA_902779055.1,EJF39103.1,GCA_902779055.1_BFHBBJ_01887,33.6,271,8.14e-40,149.0,hypothetical protein,CACZAD010000024.1,9829,11049,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes_K,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,10439.0,1345.5,15790,2
21157,GCA_902779075.1,MCD5344479.1,GCA_902779075.1_NOBNFN_00774,23.0,282,1.65e-05,51.2,Putative oxidoreductase ydgJ,CACZAK010000016.1,14274,15428,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,14851.0,,15824,2
21158,GCA_902779075.1,WP_017967310.1,GCA_902779075.1_NOBNFN_00777,32.3,257,6.9e-19,87.4,3-oxoacyl-(Acyl-carrier-protein) reductase FabG,CACZAK010000016.1,18059,18862,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,18460.5,3609.5,15824,2
21160,GCA_902779075.1,PRO65853.1,GCA_902779075.1_NOBNFN_01310,35.0,277,3.699999999999999e-43,152.0,hypothetical protein,CACZAK010000031.1,2514,3371,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2942.5,,15826,2
21161,GCA_902779075.1,EJF39089.1,GCA_902779075.1_NOBNFN_01312,35.6,163,4.7899999999999993e-23,94.0,Ribose-5-phosphate isomerase B,CACZAK010000031.1,3893,4489,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,4191.0,1248.5,15826,2
21176,GCA_902779075.1,PRO65853.1,GCA_902779075.1_NOBNFN_02969,34.8,204,1.32e-27,110.0,hypothetical protein,CACZAK010000112.1,37,669,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,353.0,,15841,2
21177,GCA_902779075.1,WP_017967310.1,GCA_902779075.1_NOBNFN_02972,29.0,248,2.7e-15,77.4,Dehydrogenase of uncharacterized specificity%2C short-chain alcohol dehydrogenase like protein,CACZAK010000112.1,2974,3744,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,3359.0,3006.0,15841,2
21285,GCA_902779185.1,PRO65849.1,GCA_902779185.1_OJLAHJ_00082,38.0,200,1.66e-33,124.0,DUF4867 domain-containing protein,CACZAM010000001.1,99172,99798,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,99485.0,,15850,2
21286,GCA_902779185.1,PRO65851.1,GCA_902779185.1_OJLAHJ_00083,23.4,329,2.08e-06,54.7,hypothetical protein,CACZAM010000001.1,99828,101303,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,100565.5,1080.5,15850,2
21293,GCA_902779185.1,AYG21326.1,GCA_902779185.1_OJLAHJ_00493,37.1,561,4.8400000000000006e-123,384.0,hypothetical protein,CACZAM010000005.1,49636,51603,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,50619.5,20290.5,15857,2
21294,GCA_902779185.1,PRO65851.1,GCA_902779185.1_OJLAHJ_00494,36.2,439,2.52e-94,295.0,Sulfoquinovose isomerase,CACZAM010000005.1,51657,52997,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,52327.0,1707.5,15857,2
21296,GCA_902779185.1,EJF39099.1,GCA_902779185.1_OJLAHJ_00630,48.2,245,2.33e-76,237.0,Transketolase 1,CACZAM010000007.1,38929,39747,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,39338.0,,15859,3
21297,GCA_902779185.1,EJF39090.1,GCA_902779185.1_OJLAHJ_00631,43.7,295,1.53e-77,243.0,1-deoxy-D-xylulose-5-phosphate synthase,CACZAM010000007.1,39749,40684,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,40216.5,878.5,15859,3
21298,GCA_902779185.1,ADE70661.1,GCA_902779185.1_OJLAHJ_00632,38.7,212,3.11e-42,146.0,putative transaldolase,CACZAM010000007.1,40714,41367,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Crickella;s__Crickella sp902779185,ADE70661.1,Bacillus megaterium DSM 1804,sulfo-TAL,sqvA,SF transaldolase,PF00923,https://doi.org/10.1016/j.bbrc.2020.09.124,41040.5,824.0,15859,3
21262,GCA_902779135.1,EJF39099.1,GCA_902779135.1_MIIBJF_00413,44.1,245,2.48e-70,221.0,Transketolase N-terminal domain-containing protein,CACZAR010000011.1,20682,21497,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UBA9715;s__UBA9715 sp902779135,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,21089.5,,15872,2
21263,GCA_902779135.1,EJF39090.1,GCA_902779135.1_MIIBJF_00414,42.5,308,2.99e-69,222.0,Transketolase-like pyrimidine-binding domain-containing protein,CACZAR010000011.1,21512,22486,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UBA9715;s__UBA9715 sp902779135,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,21999.0,909.5,15872,2
21322,GCA_902779225.1,EJF39099.1,GCA_902779225.1_ADAJGK_01828,50.8,179,1.41e-54,178.0,Transketolase 2,CACZAW010000207.1,73,636,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp902779225,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,354.5,,15899,2
21323,GCA_902779225.1,EJF39090.1,GCA_902779225.1_ADAJGK_01829,45.7,304,3.36e-80,250.0,1-deoxy-D-xylulose-5-phosphate synthase,CACZAW010000207.1,639,1586,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides sp902779225,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,1112.5,758.0,15899,2
21343,GCA_902779265.1,PRO65851.1,GCA_902779265.1_PHGIKA_01234,27.7,213,4.38e-13,73.6,hypothetical protein,CACZAY010000061.1,15326,16117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3663;g__Liminaster;s__Liminaster sp902779265,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,15721.5,,15914,3
21344,GCA_902779265.1,EJF39090.1,GCA_902779265.1_PHGIKA_01237,36.8,302,2.31e-51,176.0,Transketolase,CACZAY010000061.1,18401,19327,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3663;g__Liminaster;s__Liminaster sp902779265,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,18864.0,3142.5,15914,3
21345,GCA_902779265.1,EJF39099.1,GCA_902779265.1_PHGIKA_01238,38.1,160,4.51e-34,125.0,hypothetical protein,CACZAY010000061.1,19342,19863,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3663;g__Liminaster;s__Liminaster sp902779265,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,19602.5,738.5,15914,3
21350,GCA_902779265.1,EJF39099.1,GCA_902779265.1_PHGIKA_01779,34.0,253,4.88e-34,134.0,Transketolase-like pyrimidine-binding domain-containing protein,CACZAY010000117.1,1595,3595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3663;g__Liminaster;s__Liminaster sp902779265,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2595.0,,15919,2
21351,GCA_902779265.1,EJF39089.1,GCA_902779265.1_PHGIKA_01782,29.6,135,3.24e-08,53.9,Ribose-5-phosphate isomerase B,CACZAY010000117.1,6294,6737,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3663;g__Liminaster;s__Liminaster sp902779265,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,6515.5,3920.5,15919,2
21367,GCA_902779285.1,WP_017967310.1,GCA_902779285.1_BBPLCO_00660,25.3,198,9.28e-05,47.4,hypothetical protein,CACZAZ010000017.1,12397,13236,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,12816.5,,15928,2
21368,GCA_902779285.1,WP_017967308.1,GCA_902779285.1_BBPLCO_00661,30.1,143,7.04e-06,50.8,HpcH/hpaI aldolase/citrate lyase family protein,CACZAZ010000017.1,13410,14225,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,WP_017967308.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedD,KDSG aldolase,PF01081,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,13817.5,1001.0,15928,2
21370,GCA_902779285.1,EJF39090.1,GCA_902779285.1_BBPLCO_00778,49.2,307,2.1e-78,245.0,1-deoxy-D-xylulose-5-phosphate synthase,CACZAZ010000021.1,20695,21639,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,21167.0,,15930,2
21371,GCA_902779285.1,EJF39099.1,GCA_902779285.1_BBPLCO_00779,48.3,259,4.87e-79,244.0,Transketolase 1,CACZAZ010000021.1,21632,22492,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,22062.0,895.0,15930,2
21373,GCA_902779285.1,AYG21321.1,GCA_902779285.1_BBPLCO_01022,32.6,298,4.23e-32,124.0,Carbohydrate kinase PfkB domain-containing protein,CACZAZ010000035.1,271,1185,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,728.0,,15932,2
21374,GCA_902779285.1,PRO65853.1,GCA_902779285.1_BBPLCO_01023,33.2,280,7.939999999999999e-48,164.0,Tagatose-bisphosphate aldolase,CACZAZ010000035.1,1182,2024,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,1603.0,875.0,15932,2
21380,GCA_902779285.1,WP_017967310.1,GCA_902779285.1_BBPLCO_01220,26.2,271,3.71e-14,74.7,Fructuronate reductase,CACZAZ010000050.1,1908,2771,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,2339.5,,15938,3
21381,GCA_902779285.1,MCD5344479.1,GCA_902779285.1_BBPLCO_01222,26.7,236,2.39e-10,65.9,hypothetical protein,CACZAZ010000050.1,3871,4878,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,4374.5,2035.0,15938,3
21382,GCA_902779285.1,EJF39090.1,GCA_902779285.1_BBPLCO_01226,30.4,306,6.08e-21,97.8,1-deoxy-D-xylulose-5-phosphate synthase,CACZAZ010000050.1,7535,9403,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp902779285,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8469.0,4094.5,15938,3
21401,GCA_902779305.1,PRO65851.1,GCA_902779305.1_EPOOBK_01374,23.1,324,1.43e-10,67.8,hypothetical protein,CACZBD010000009.1,22780,24267,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,23523.5,,15954,2
21402,GCA_902779305.1,PRO65849.1,GCA_902779305.1_EPOOBK_01375,35.4,206,1.43e-37,134.0,DUF4867 domain-containing protein,CACZBD010000009.1,24365,24982,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,PRO65849.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvB,SQ mutarotase,PF16161,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,24673.5,1150.0,15954,2
21408,GCA_902779305.1,MCD5344479.1,GCA_902779305.1_EPOOBK_01945,29.3,150,6.54e-12,71.2,Cytidyltransferase-related domain protein,CACZBD010000013.1,5180,6538,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,5859.0,,15960,2
21409,GCA_902779305.1,MCD5344479.1,GCA_902779305.1_EPOOBK_01946,30.9,152,1.24e-10,66.6,hypothetical protein,CACZBD010000013.1,6535,7509,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,7022.0,1163.0,15960,2
21411,GCA_902779305.1,AAK90112.1,GCA_902779305.1_EPOOBK_02219,32.6,316,1.2e-32,126.0,NADP-dependent oxidoreductase domain-containing protein,CACZBD010000017.1,11867,12796,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,12331.5,,15962,2
21412,GCA_902779305.1,AYG21324.1,GCA_902779305.1_EPOOBK_02223,36.6,402,4.34e-92,287.0,Uncharacterized sugar isomerase yihS,CACZBD010000017.1,15175,16401,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,AYG21324.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihS,SQ isomerase,PF07221,https://www.nature.com/articles/nature12947 ,15788.0,3456.5,15962,2
21414,GCA_902779305.1,MCD5344479.1,GCA_902779305.1_EPOOBK_02329,22.5,275,7.74e-06,52.0,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,CACZBD010000018.1,68040,69011,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,68525.5,,15964,2
21415,GCA_902779305.1,EJF39103.1,GCA_902779305.1_EPOOBK_02330,24.7,361,1.05e-17,88.2,NADH-dependent butanol dehydrogenase A,CACZBD010000018.1,69085,70263,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp902779305,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,69674.0,1148.5,15964,2
